N,P,K,temperature,humidity,ph,rainfall,label
86.7,17.2,49.6,29.06,92.98,6.79,23.65,muskmelon
15.2,24.5,48.2,19.65,94.08,6.46,119.53,pomegranate
26.9,5.2,29.4,29.32,98.95,6.87,161.35,coconut
98.6,98.5,63.9,29.8,84.03,5.95,128.49,banana
16.9,139.5,207.7,18.68,83.4,5.62,66.45,grapes
49.6,68.6,90.6,16.41,24.71,6.06,80.22,chickpea
15.9,54.3,18.9,25.52,66.93,7.2,82.57,mungbean
13.5,131.2,198.4,21.01,81.57,6.42,72.02,grapes
39.6,74.3,25.8,31.67,43.2,6.91,137.8,pigeonpeas
85.8,75.3,62.3,25.93,75.07,5.77,147.81,banana
15.3,23.8,45.8,20.15,85.36,7.4,106.9,pomegranate
83.4,45.2,42.2,20.22,92.44,7.36,234.77,rice
27.7,75.6,24.5,23.11,61.34,6.09,47.61,lentil
17.2,61.7,17.8,19.28,79.75,6.03,35.54,lentil
17.9,63.2,18.1,29.55,87.25,6.16,81.61,blackgram
76.3,36.6,47.5,28.02,76.62,6.52,164.51,jute
32.8,75.6,19.8,17.52,88.68,7.35,55.58,lentil
39.4,65.0,23.9,25.9,78.18,6.13,88.78,blackgram
79.0,50.0,33.4,22.31,75.82,5.84,191.79,rice
35.6,143.4,207.8,24.28,87.38,5.92,100.44,apple
16.2,83.8,25.2,26.84,39.47,5.25,193.63,pigeonpeas
20.9,61.7,15.1,27.01,88.77,6.92,53.08,mungbean
71.7,56.9,30.3,21.03,79.16,5.55,177.22,rice
102.6,23.1,34.8,21.55,55.59,7.01,204.5,coffee
86.4,83.1,53.0,27.76,83.75,6.25,140.79,banana
31.3,61.0,28.4,31.36,33.32,7.04,59.62,mothbeans
90.9,24.7,55.3,30.17,94.07,6.92,25.35,muskmelon
44.8,65.1,75.2,22.12,31.52,6.2,69.59,chickpea
45.1,55.4,81.4,18.37,15.39,6.25,76.55,chickpea
95.0,50.9,33.8,25.19,74.95,6.2,106.03,maize
18.2,57.8,23.8,20.32,67.99,7.3,76.73,lentil
24.8,146.4,209.6,19.94,88.91,5.97,125.58,apple
103.1,12.2,45.5,26.92,87.69,6.82,27.11,muskmelon
41.1,79.5,86.4,24.67,16.03,7.01,88.74,chickpea
32.4,74.5,19.1,16.56,27.72,6.1,70.76,kidneybeans
34.6,75.2,16.7,21.95,73.25,7.39,41.37,lentil
13.9,26.0,34.1,33.66,47.0,6.02,110.07,mango
10.7,124.2,208.3,24.19,75.78,6.46,86.37,grapes
31.1,66.5,29.4,18.3,88.87,7.3,47.17,lentil
58.0,74.0,61.2,23.01,92.13,6.54,41.31,papaya
29.6,14.4,8.3,18.44,93.9,7.82,118.24,orange
14.3,20.3,44.7,21.9,94.29,6.57,109.27,pomegranate
20.4,56.8,19.9,16.44,81.3,6.57,41.47,lentil
114.1,92.7,57.2,25.64,78.15,6.28,138.91,banana
64.9,56.6,30.6,31.79,73.97,6.17,178.85,jute
63.7,52.6,24.6,23.78,51.62,6.66,93.69,maize
16.0,80.1,24.3,20.63,27.49,6.36,95.22,kidneybeans
112.5,23.7,27.5,27.4,60.91,6.92,215.34,coffee
18.9,68.5,21.1,21.87,67.5,6.78,74.49,lentil
34.9,77.2,24.7,20.18,49.15,4.76,131.51,pigeonpeas
97.5,91.8,62.9,28.74,78.07,6.43,121.16,banana
20.3,121.9,197.1,27.02,80.56,5.9,72.87,grapes
24.3,139.0,197.7,33.18,84.7,5.67,66.69,grapes
82.7,15.4,60.4,30.82,70.58,6.63,55.42,watermelon
28.6,20.9,17.2,16.97,87.91,7.94,109.58,orange
24.0,139.2,208.4,16.52,90.67,6.26,122.73,apple
31.7,84.1,17.6,30.97,72.73,6.67,67.62,blackgram
73.9,40.4,44.8,25.43,79.49,6.4,171.13,rice
21.6,42.3,22.2,33.87,71.35,7.12,44.84,mungbean
114.8,77.1,46.6,28.27,80.05,6.17,102.57,banana
74.5,45.0,15.5,18.22,70.79,6.05,91.08,maize
29.2,132.8,200.3,17.94,80.51,5.64,78.34,grapes
16.6,67.1,15.4,18.29,76.11,7.32,73.09,lentil
41.8,71.1,45.4,29.09,92.28,6.62,100.84,papaya
33.4,48.6,29.8,25.55,70.65,6.72,65.16,mungbean
20.1,22.9,49.5,18.39,90.74,7.29,109.63,pomegranate
27.8,24.4,31.5,23.75,89.93,7.27,112.01,pomegranate
14.5,30.9,41.1,26.28,51.72,5.77,82.97,mango
78.2,43.4,41.0,29.96,83.49,6.44,176.44,jute
78.7,53.4,18.3,26.92,55.79,7.39,98.98,maize
46.5,67.8,74.9,15.13,26.2,7.05,88.77,chickpea
91.5,19.4,62.4,27.9,90.35,6.02,21.59,muskmelon
21.8,9.8,27.7,27.24,92.27,5.99,209.25,coconut
22.6,30.9,40.6,27.91,56.49,7.17,107.52,mango
95.4,35.0,43.8,29.9,74.2,6.73,154.46,jute
18.5,14.8,22.1,23.89,88.62,6.5,112.26,orange
28.6,71.3,22.5,16.35,74.88,5.84,40.68,lentil
18.2,18.9,39.9,25.4,47.08,6.92,88.35,mango
35.6,66.9,17.3,22.38,22.21,6.17,76.24,kidneybeans
88.3,55.4,40.9,29.08,81.21,6.53,178.44,jute
22.2,7.9,35.2,27.98,90.6,6.71,200.83,coconut
101.5,38.9,32.4,22.23,71.32,5.96,106.58,cotton
32.6,70.4,28.1,17.89,62.59,7.37,52.02,lentil
12.8,28.5,36.9,27.24,45.27,5.66,95.67,mango
35.6,139.5,195.8,23.45,89.93,6.0,129.3,apple
115.2,76.0,63.9,25.42,81.61,6.21,147.01,banana
28.6,38.9,20.6,24.79,51.8,6.4,61.12,mothbeans
11.5,148.8,198.7,27.47,81.66,6.05,66.16,grapes
90.4,39.8,24.2,18.08,56.17,6.95,119.51,maize
24.0,84.7,25.3,31.29,34.99,5.65,151.02,pigeonpeas
26.1,36.4,23.2,28.39,74.2,6.92,83.44,mungbean
96.3,42.5,20.4,24.83,61.24,7.05,63.92,maize
33.0,57.6,27.7,22.32,78.33,7.14,53.18,lentil
11.5,9.5,18.5,30.21,85.33,7.62,116.85,orange
47.5,71.0,74.7,21.96,30.87,6.63,94.29,chickpea
29.4,15.5,40.7,27.54,45.75,7.34,85.59,mango
25.1,149.0,202.2,22.29,88.45,6.17,107.73,apple
99.5,11.7,48.6,27.81,68.07,6.15,45.56,watermelon
86.0,72.7,56.3,23.14,77.08,5.8,122.53,banana
79.7,30.3,39.4,20.68,77.38,5.74,247.38,rice
13.4,21.0,14.7,24.76,86.47,6.65,112.3,orange
29.5,62.3,23.3,25.4,43.25,8.98,55.77,mothbeans
109.4,24.2,53.4,29.89,94.99,6.71,27.62,muskmelon
75.8,37.4,35.1,31.61,76.21,6.49,159.48,jute
90.4,25.2,64.1,26.97,71.59,6.19,64.22,watermelon
10.4,20.5,40.1,21.68,94.74,7.37,103.23,pomegranate
95.2,54.5,25.7,20.92,58.33,6.84,119.65,maize
26.7,63.1,16.5,16.67,17.95,6.47,105.56,kidneybeans
38.7,130.8,192.8,18.26,85.3,5.52,111.87,apple
21.0,20.5,26.3,24.55,47.31,5.64,110.42,mango
114.6,38.7,34.5,31.86,83.73,6.74,72.3,cotton
109.5,93.0,63.1,26.09,89.3,6.37,123.72,banana
24.6,39.6,25.0,27.84,77.57,6.88,62.29,mungbean
36.3,60.9,21.1,30.1,35.04,3.56,30.8,mothbeans
19.4,9.9,12.0,17.76,87.3,6.15,127.6,orange
45.3,64.4,93.7,23.92,23.68,7.82,75.09,chickpea
107.8,81.8,52.4,26.56,77.66,6.13,129.13,banana
20.9,147.3,200.1,21.56,89.15,6.13,111.58,apple
27.0,17.7,12.1,16.31,92.53,7.45,127.38,orange
37.0,37.3,25.6,34.2,68.12,6.56,68.45,mungbean
26.3,61.0,19.6,15.42,79.01,6.0,48.69,lentil
33.6,136.0,202.2,18.93,94.65,6.07,128.13,apple
28.7,47.5,28.2,25.63,58.93,7.12,32.18,mothbeans
69.7,33.4,42.2,23.46,86.62,5.81,222.17,rice
107.9,28.6,64.4,25.88,86.61,6.68,25.41,muskmelon
27.3,52.2,18.6,30.35,47.03,5.67,34.27,mothbeans
31.6,45.2,29.0,34.12,66.28,6.06,77.07,mungbean
23.7,21.3,33.3,24.8,99.11,6.52,160.7,coconut
36.2,83.4,28.3,22.39,20.55,5.78,117.8,kidneybeans
17.1,84.8,16.9,15.72,86.36,6.1,64.26,lentil
103.1,15.8,53.2,28.19,57.7,6.03,44.58,watermelon
35.8,79.1,28.0,18.83,54.22,4.92,135.74,pigeonpeas
23.0,79.3,25.3,22.25,80.94,6.12,39.48,lentil
68.0,40.0,17.1,23.73,67.66,5.56,116.17,maize
89.8,16.6,57.0,25.47,60.7,6.42,50.61,watermelon
10.4,27.8,34.5,24.5,92.17,7.14,104.03,pomegranate
25.0,26.3,34.0,27.4,55.05,6.18,110.28,mango
33.2,64.4,17.3,27.26,66.35,7.19,49.35,mungbean
25.6,16.9,28.5,24.14,56.87,7.27,106.83,mango
12.5,20.9,17.8,29.87,92.85,6.22,111.43,orange
97.7,11.8,59.7,31.96,71.38,6.56,54.54,watermelon
47.3,72.2,56.5,29.36,87.62,6.61,86.07,papaya
34.4,81.2,18.2,15.84,74.49,6.53,72.31,lentil
27.2,131.4,204.4,23.84,85.05,6.43,115.35,apple
39.2,66.3,15.9,22.75,47.71,4.99,162.39,pigeonpeas
26.2,20.3,25.1,29.45,47.0,7.01,91.04,mango
76.1,49.4,27.6,25.86,74.6,7.04,85.07,maize
32.5,70.4,57.1,26.95,85.57,6.68,66.26,papaya
87.8,20.0,29.4,23.49,68.12,7.37,153.83,coffee
104.2,90.7,50.6,26.81,75.67,6.32,179.19,banana
95.7,16.7,45.0,27.16,87.79,6.39,21.32,muskmelon
27.1,77.7,19.2,22.45,62.36,4.67,143.42,pigeonpeas
93.6,80.1,45.8,27.98,87.82,5.88,159.2,banana
93.6,16.3,63.8,30.8,71.87,6.51,63.68,watermelon
89.9,39.4,38.5,24.03,72.77,6.93,180.37,jute
85.3,49.0,40.7,21.08,91.71,6.14,177.98,rice
81.5,29.2,50.5,30.99,62.78,6.12,42.41,watermelon
75.8,57.7,28.9,19.39,70.4,5.95,73.43,maize
18.2,56.6,16.5,28.99,42.46,8.63,39.35,mothbeans
100.7,12.3,58.1,26.24,55.58,6.41,53.01,watermelon
21.9,63.0,25.9,30.77,79.43,6.04,70.91,mungbean
26.4,17.0,20.1,22.37,90.47,6.12,102.7,orange
25.5,82.3,29.9,16.06,66.99,7.4,78.12,lentil
102.0,52.8,20.7,30.48,68.02,6.42,66.25,cotton
37.7,73.4,89.1,17.42,29.28,6.18,67.97,chickpea
100.1,29.2,40.5,18.01,60.1,6.35,211.24,coffee
38.5,45.3,29.8,27.88,36.27,9.29,48.41,mothbeans
32.2,63.5,19.0,33.11,61.66,6.81,43.53,mungbean
85.1,23.7,37.2,24.76,63.92,7.09,195.6,coffee
27.5,138.1,196.1,17.0,90.43,5.94,111.7,apple
39.3,75.8,85.4,18.05,19.25,6.07,72.16,chickpea
16.6,21.9,47.4,18.33,88.85,6.24,113.91,pomegranate
38.3,58.6,29.0,21.84,25.63,5.53,88.54,kidneybeans
100.8,25.1,48.0,27.8,89.83,6.36,23.22,muskmelon
95.5,22.2,59.5,25.18,90.71,6.88,20.17,muskmelon
41.3,64.4,84.1,23.22,24.19,6.72,79.77,chickpea
79.5,36.0,16.3,26.16,53.48,6.56,84.67,maize
37.9,81.6,24.4,29.32,32.42,5.5,124.51,pigeonpeas
24.3,65.4,83.5,22.49,28.02,7.24,74.09,chickpea
49.6,57.6,50.8,32.5,89.81,6.65,55.14,papaya
12.4,7.6,42.9,28.68,99.34,6.19,187.71,coconut
37.7,76.5,23.7,29.17,60.25,5.87,142.26,pigeonpeas
90.5,26.1,63.4,31.28,94.2,6.91,25.27,muskmelon
95.7,20.8,55.4,24.07,55.03,6.1,43.05,watermelon
48.1,68.3,53.5,24.0,94.76,6.24,97.42,papaya
84.0,98.0,52.5,22.81,80.81,6.1,141.09,banana
28.5,48.7,29.2,31.74,61.95,6.7,52.01,mungbean
67.1,32.7,32.4,25.53,79.13,6.23,225.51,rice
53.9,50.2,47.1,30.83,92.79,6.5,69.11,papaya
82.1,98.5,57.8,30.77,85.14,5.86,141.02,banana
23.7,29.5,28.5,26.61,95.42,5.84,122.22,coconut
35.6,44.1,21.0,28.17,74.02,6.43,88.08,mungbean
88.5,52.8,41.2,29.25,84.88,6.55,214.13,rice
24.4,62.7,23.2,26.16,54.58,7.78,69.57,mothbeans
31.9,60.8,29.4,29.03,36.44,4.19,62.51,mothbeans
15.4,18.6,44.4,26.55,91.6,6.52,158.78,coconut
24.3,74.9,17.1,20.71,18.71,5.78,73.12,kidneybeans
16.3,9.0,42.9,28.76,98.25,6.59,142.0,coconut
37.4,68.1,87.4,20.17,30.18,6.56,74.12,chickpea
110.0,20.7,33.4,21.84,67.04,7.16,191.23,coffee
32.2,70.6,27.5,19.19,65.82,6.07,57.73,lentil
11.7,26.2,44.4,23.11,86.0,7.08,113.6,pomegranate
90.7,41.6,17.1,29.85,67.25,7.31,79.28,cotton
13.3,10.3,6.3,28.52,91.22,6.63,104.91,orange
29.9,128.7,204.3,23.06,87.6,5.8,119.83,apple
26.4,17.4,42.0,28.55,50.07,7.24,97.28,mango
13.1,22.5,37.6,30.02,49.62,6.19,104.56,mango
46.7,63.6,81.0,15.58,17.23,7.03,70.7,chickpea
10.5,122.8,203.7,23.58,83.65,6.19,60.24,grapes
18.7,9.5,10.1,23.57,93.12,7.49,117.73,orange
105.9,84.8,57.4,27.44,86.1,6.21,142.74,banana
112.6,55.7,17.7,27.02,80.62,6.05,103.56,cotton
102.7,26.6,62.6,28.85,72.21,6.02,43.22,watermelon
82.3,17.9,58.4,28.29,88.84,6.12,22.45,muskmelon
101.2,25.2,55.5,31.39,71.5,6.84,60.19,watermelon
12.1,19.8,45.4,19.55,87.69,6.36,119.83,pomegranate
17.6,65.6,21.2,21.76,28.16,5.57,83.72,kidneybeans
25.3,19.8,18.2,29.06,91.85,7.07,107.11,orange
69.1,41.4,27.2,21.7,71.0,7.3,81.21,maize
96.6,21.5,41.9,27.05,59.04,6.01,205.48,coffee
37.1,70.8,22.8,30.78,82.48,7.45,62.21,blackgram
92.7,48.3,32.8,26.68,81.99,6.32,76.98,cotton
63.5,35.9,30.9,23.9,82.77,6.04,274.31,rice
83.7,29.7,25.9,19.91,63.28,6.15,218.03,coffee
20.5,83.9,91.8,18.05,31.59,6.56,94.91,chickpea
36.9,79.0,29.2,15.98,67.95,6.49,73.09,lentil
45.9,60.4,94.0,20.53,22.93,6.26,94.61,chickpea
89.7,26.7,38.8,19.4,57.17,7.36,189.7,coffee
95.1,41.8,46.3,25.27,82.54,6.43,195.21,rice
25.8,30.2,43.2,24.16,61.18,7.38,111.57,mango
74.4,32.7,48.3,21.64,94.0,6.39,177.77,rice
99.9,45.1,41.9,20.8,90.0,5.92,284.71,rice
67.6,61.5,60.8,30.56,90.14,6.09,91.42,papaya
80.9,39.0,37.7,28.27,84.5,6.95,185.71,jute
26.0,57.0,27.4,26.26,87.09,7.3,73.94,blackgram
104.2,15.2,61.0,26.9,85.33,6.52,21.97,muskmelon
92.7,49.8,33.0,30.77,65.94,6.26,82.17,cotton
15.9,21.4,33.8,27.38,64.7,7.13,86.59,mango
89.5,58.0,48.5,25.41,77.26,7.47,275.83,rice
22.5,22.2,41.9,28.99,59.53,5.69,95.84,mango
83.4,99.1,45.8,29.54,82.88,5.87,105.27,banana
27.3,122.7,193.2,18.83,86.56,6.46,128.4,apple
92.7,53.2,39.8,30.74,72.41,7.36,192.32,jute
109.9,32.9,26.5,27.3,57.93,7.38,155.3,coffee
94.1,27.5,53.9,26.28,72.92,6.86,44.92,watermelon
20.7,18.2,19.1,17.32,93.13,7.36,126.67,orange
25.4,67.7,26.8,20.74,58.71,6.45,136.09,pigeonpeas
23.4,22.8,34.8,34.89,49.28,6.34,91.67,mango
29.0,19.5,6.4,26.59,91.87,7.81,111.19,orange
93.9,29.6,58.6,27.85,85.26,6.57,20.96,muskmelon
23.1,75.0,23.3,18.43,17.69,5.59,109.89,kidneybeans
85.1,17.0,60.5,24.24,68.46,6.82,67.97,watermelon
14.8,5.1,8.8,15.07,92.2,6.85,109.38,orange
18.8,46.0,20.6,25.21,57.95,8.1,37.62,mothbeans
96.2,12.9,56.1,29.19,62.8,6.5,66.27,watermelon
114.4,19.0,25.1,26.71,56.53,6.62,181.24,coffee
59.0,65.8,61.4,30.39,89.02,6.47,97.34,papaya
74.9,41.8,16.5,23.43,66.71,6.74,87.81,maize
23.7,53.6,23.2,25.01,40.14,5.05,38.54,mothbeans
20.4,136.6,202.0,24.99,87.01,6.02,110.39,apple
12.4,23.0,41.3,21.87,85.32,6.7,118.49,pomegranate
30.9,142.4,208.6,21.47,94.7,5.84,110.5,apple
21.7,44.5,16.9,29.24,31.39,7.38,64.79,mothbeans
25.0,5.9,41.0,25.1,92.22,6.65,146.5,coconut
23.7,33.8,38.3,33.58,61.55,6.22,104.0,mango
20.0,144.3,193.1,17.1,88.66,6.38,103.95,apple
17.8,6.5,14.5,22.17,89.44,6.09,110.85,orange
118.3,59.5,28.7,30.45,77.01,5.84,79.56,cotton
113.5,85.8,49.2,27.25,83.33,6.24,117.59,banana
18.9,145.5,202.3,20.85,79.21,6.21,89.2,grapes
98.3,48.4,23.6,31.59,68.51,5.72,104.03,cotton
22.4,71.8,19.5,16.67,72.22,5.96,59.07,lentil
95.1,64.9,22.4,22.04,68.05,7.27,95.58,maize
63.1,59.2,49.7,28.38,85.72,6.12,272.07,rice
34.1,72.8,17.9,27.33,51.82,6.31,143.88,pigeonpeas
20.3,64.4,17.7,34.02,71.92,6.37,73.45,blackgram
41.2,56.9,74.4,15.08,27.62,6.9,65.37,chickpea
20.8,73.8,26.2,17.19,16.2,5.63,96.36,kidneybeans
13.9,149.2,197.2,27.03,81.1,6.06,87.44,grapes
87.3,10.4,61.2,28.44,88.07,6.1,20.63,muskmelon
81.0,23.1,57.2,29.96,91.6,6.11,22.91,muskmelon
22.2,79.1,30.0,15.3,32.95,6.12,118.4,kidneybeans
104.6,10.2,45.1,30.32,92.61,6.79,29.3,muskmelon
104.4,27.2,39.7,21.33,64.01,7.37,150.76,coffee
115.0,33.8,37.4,26.81,52.63,7.2,158.34,coffee
73.2,36.8,49.9,30.83,79.32,7.0,183.56,jute
25.1,144.1,201.1,24.77,76.14,5.58,70.19,grapes
23.7,74.6,25.6,20.86,70.72,6.65,50.4,lentil
101.9,14.3,46.6,26.22,59.98,6.23,45.78,watermelon
115.4,64.5,28.8,25.78,70.62,7.16,109.04,cotton
61.2,44.2,29.1,19.82,66.84,7.44,65.63,maize
27.9,58.0,15.2,31.49,43.19,6.31,98.77,pigeonpeas
10.8,140.2,200.7,23.88,81.34,6.33,72.83,grapes
34.3,62.1,25.2,20.66,33.58,5.89,63.97,kidneybeans
43.2,71.3,47.2,22.49,87.08,6.29,49.03,papaya
112.8,33.1,27.0,19.05,65.93,6.38,154.1,coffee
36.7,48.0,29.5,27.62,35.0,6.03,68.07,mothbeans
41.1,63.9,73.2,22.82,27.88,6.1,74.4,chickpea
115.6,95.8,46.5,23.06,82.43,6.11,121.99,banana
95.7,22.0,56.3,29.23,61.15,6.13,62.82,watermelon
108.1,55.8,22.8,22.29,83.62,7.87,107.46,cotton
26.8,16.0,32.9,28.07,50.7,7.32,110.04,mango
23.8,55.5,93.1,23.07,17.4,6.53,60.7,chickpea
90.9,38.9,34.4,22.08,55.9,5.65,70.19,maize
83.6,30.5,36.3,24.69,56.55,6.61,166.18,coffee
23.2,56.3,22.4,30.44,65.05,7.14,89.55,blackgram
21.8,61.5,24.9,21.34,26.87,5.52,103.73,kidneybeans
23.8,57.8,22.3,24.21,15.8,5.79,72.45,kidneybeans
104.0,15.3,49.2,30.49,91.86,6.68,25.53,muskmelon
100.0,19.4,60.6,29.49,85.61,6.1,20.38,muskmelon
38.7,72.2,95.0,24.06,15.24,7.35,62.07,chickpea
24.9,55.0,16.8,30.35,80.25,6.63,81.92,blackgram
110.5,90.6,51.5,27.45,77.21,5.95,170.5,banana
87.3,49.9,27.4,25.82,64.27,5.56,115.86,maize
29.9,82.8,28.9,18.42,25.55,5.71,119.74,kidneybeans
65.3,41.3,30.8,23.65,74.87,6.03,162.27,jute
25.0,12.0,29.4,31.41,95.72,5.71,139.3,coconut
117.8,25.7,25.1,18.11,60.89,6.65,181.59,coffee
30.7,37.3,16.7,24.39,39.01,4.38,40.4,mothbeans
21.5,9.8,38.5,29.7,99.85,6.58,147.14,coconut
32.7,61.4,15.6,27.01,65.36,6.51,72.55,blackgram
36.0,73.5,24.7,25.28,84.86,7.18,67.77,blackgram
86.7,36.5,40.6,23.4,70.58,6.92,165.17,jute
83.7,18.4,48.9,27.91,88.84,6.74,27.74,muskmelon
13.6,29.5,41.2,31.47,57.14,6.63,114.44,mango
20.3,14.4,19.8,29.15,92.51,6.29,118.66,orange
102.2,78.6,63.8,29.62,89.59,5.54,122.81,banana
15.7,20.3,35.3,19.47,90.99,6.13,101.16,pomegranate
11.8,23.9,33.3,23.5,87.5,6.63,107.01,pomegranate
99.2,44.8,36.6,27.6,79.8,5.65,169.33,rice
38.5,50.2,46.3,30.73,89.63,6.83,47.91,papaya
28.0,24.4,18.3,31.52,93.32,6.54,112.82,orange
98.5,37.6,39.9,23.61,80.7,5.57,241.43,rice
21.1,144.7,200.1,33.33,81.28,6.34,64.45,grapes
24.0,126.8,190.1,21.86,84.69,6.19,72.04,grapes
17.4,129.5,202.4,18.29,83.46,6.31,74.29,grapes
10.3,27.8,34.9,23.11,93.11,7.29,119.83,pomegranate
114.8,51.4,28.4,26.93,78.96,5.59,98.14,cotton
97.3,75.8,63.1,23.98,75.39,5.52,149.79,banana
111.4,23.7,29.0,24.51,64.66,6.19,169.39,coffee
105.5,37.9,29.9,23.09,73.1,7.51,83.38,cotton
91.3,37.0,32.8,28.17,82.07,7.03,169.68,jute
16.3,35.4,26.9,29.77,63.93,6.35,86.63,mungbean
88.7,57.4,48.7,28.56,71.06,7.11,155.5,jute
20.3,38.5,29.6,24.18,58.09,8.62,41.89,mothbeans
33.7,64.4,19.6,33.38,62.17,7.32,67.7,blackgram
84.3,50.4,19.6,19.59,55.51,5.87,106.78,maize
39.6,62.2,56.2,31.99,92.58,6.67,75.93,papaya
38.0,54.5,16.4,31.58,39.05,5.69,46.09,mothbeans
104.3,27.3,40.8,27.49,57.53,6.87,156.04,coffee
30.0,125.4,192.4,17.87,81.61,6.16,85.44,grapes
101.2,79.7,46.5,30.96,87.04,5.64,162.14,banana
22.9,28.4,27.2,24.79,98.53,6.51,196.64,coconut
28.7,125.9,205.3,15.47,78.75,5.61,70.57,grapes
24.4,18.7,30.4,31.99,95.9,6.86,188.24,coconut
22.6,122.0,195.1,16.98,90.42,6.1,118.26,apple
15.5,134.3,199.4,22.77,83.21,5.95,78.11,grapes
12.8,20.3,34.8,19.29,85.65,7.14,108.55,pomegranate
97.1,79.9,46.8,27.63,82.19,5.6,149.0,banana
90.8,27.2,53.5,31.33,64.96,6.4,62.51,watermelon
108.7,41.9,33.4,27.75,83.4,5.62,77.13,cotton
36.5,77.5,21.6,21.11,18.21,6.17,70.76,kidneybeans
11.1,10.3,15.3,23.16,91.05,6.96,128.03,orange
64.5,50.1,40.4,29.27,85.4,7.2,232.79,rice
100.0,21.1,35.6,23.16,50.39,6.42,153.72,coffee
35.3,71.1,19.2,25.62,64.87,7.34,80.58,blackgram
31.3,59.7,21.3,25.73,68.21,7.47,69.81,mungbean
29.2,128.5,197.6,23.16,86.79,5.58,109.85,apple
19.2,17.9,7.1,30.38,90.69,7.56,123.83,orange
100.0,51.0,24.1,22.37,70.21,6.03,103.37,cotton
34.2,81.4,76.5,21.78,27.16,6.59,65.46,chickpea
32.5,47.4,17.1,31.66,75.74,6.96,56.9,mungbean
92.4,11.5,53.1,24.32,71.7,6.21,49.85,watermelon
105.3,25.3,52.6,28.35,86.86,6.29,27.78,muskmelon
17.2,78.3,27.7,20.55,45.06,5.0,167.73,pigeonpeas
94.0,39.2,15.9,27.41,80.88,7.03,88.75,cotton
37.7,60.7,27.3,25.62,32.72,7.37,117.17,pigeonpeas
18.3,14.3,35.7,27.63,98.9,6.89,209.87,coconut
28.7,56.2,19.7,20.76,88.52,7.22,45.28,lentil
46.7,57.4,91.9,16.87,32.16,7.64,81.63,chickpea
86.3,65.0,16.0,26.79,60.17,7.24,106.94,maize
102.9,18.6,62.2,25.21,60.58,6.09,46.33,watermelon
26.2,20.4,9.5,25.48,87.43,7.98,128.56,orange
89.4,31.2,32.1,27.0,65.75,6.11,178.5,coffee
116.5,47.0,31.7,28.72,68.52,7.8,72.28,cotton
18.9,42.3,27.6,25.67,32.54,8.07,46.1,mothbeans
102.6,29.4,60.7,31.71,69.15,6.08,52.06,watermelon
27.6,64.7,22.0,25.58,67.87,6.65,47.85,mungbean
65.6,63.7,64.8,32.65,85.44,6.32,85.75,papaya
104.4,26.3,57.9,27.66,72.29,6.93,40.71,watermelon
87.2,37.2,15.6,20.32,61.57,7.24,103.63,maize
106.4,25.6,48.8,29.55,67.05,6.18,48.2,watermelon
106.5,10.4,60.2,27.53,92.38,6.4,20.71,muskmelon
18.1,61.4,16.0,20.74,78.66,6.51,71.77,lentil
25.8,55.9,18.9,15.34,32.58,5.74,93.44,kidneybeans
37.2,44.9,19.7,30.12,88.22,6.07,57.61,mungbean
116.9,47.8,30.8,24.37,83.98,6.94,97.97,cotton
63.1,36.8,21.7,25.06,67.69,7.08,91.04,maize
24.5,62.3,24.2,29.12,88.03,6.07,50.51,mungbean
26.3,21.0,28.0,26.49,54.37,6.35,91.56,mango
36.1,70.8,25.4,23.83,74.87,6.13,68.91,lentil
100.9,21.9,47.5,31.7,57.46,6.25,64.41,watermelon
24.9,70.9,17.4,20.72,31.11,6.26,69.23,kidneybeans
22.4,14.6,30.0,23.3,94.85,7.21,109.2,pomegranate
26.8,48.4,15.1,33.19,70.79,6.81,73.87,mungbean
11.4,23.0,36.5,33.4,64.48,6.38,82.42,mango
93.3,47.5,30.8,26.39,73.64,6.89,89.08,cotton
26.6,55.4,16.2,17.59,15.56,6.13,85.58,kidneybeans
112.7,34.7,43.7,21.56,57.99,7.12,159.39,coffee
22.3,122.8,205.6,34.83,80.31,6.18,67.12,grapes
103.0,16.8,42.8,27.66,54.05,7.06,208.94,coffee
24.5,69.3,15.7,24.71,81.48,6.15,49.34,lentil
27.2,61.3,22.9,34.3,74.51,6.74,45.99,mungbean
25.9,82.6,20.2,18.77,37.15,5.76,114.16,pigeonpeas
86.7,22.3,57.6,29.87,67.42,6.97,45.92,watermelon
15.4,52.0,29.0,29.33,58.79,3.59,51.68,mothbeans
45.2,79.2,94.7,24.33,25.89,6.4,84.67,chickpea
27.2,30.1,36.1,27.99,52.3,7.26,81.57,mango
82.5,18.6,61.6,27.79,71.59,6.73,46.28,watermelon
80.3,16.3,48.5,28.71,60.09,6.26,54.65,watermelon
28.5,24.9,17.0,15.56,85.82,6.96,112.19,orange
69.4,46.5,43.7,29.68,85.58,6.56,188.23,jute
55.2,55.8,47.1,26.2,86.69,6.94,65.6,papaya
93.4,16.9,54.0,29.99,73.04,6.05,55.72,watermelon
15.6,32.8,36.0,28.55,46.45,6.93,108.11,mango
113.3,58.6,15.7,31.06,83.37,6.9,84.1,cotton
12.2,11.7,44.2,26.13,92.97,5.9,132.91,coconut
22.1,60.3,26.1,17.52,73.63,6.27,79.19,lentil
86.0,51.4,16.2,22.61,70.16,6.42,63.12,maize
101.0,76.9,47.4,25.63,78.83,6.01,177.31,banana
37.9,67.2,17.1,22.15,20.87,6.03,101.87,kidneybeans
